augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,3255,중 사이 곳 저기 다음 도착 내리다,중간정류장 지나서 내려주세요.
BR,3256,중앙 곳 저기 다음 도착 내리다,중앙정류장 지나서 내려주세요.
BR,3257,시내 버스 곳 저기 다음 도착 내리다,시내버스정류장 지나서 내려주세요.
BR,3258,T 승용차 곳 저기 다음 도착 내리다,택시정류장 지나서 내려주세요.
BR,3259,도시 가운데 곳 저기 다음 도착 내리다,시내정류장 지나서 내려주세요.
BR,3260,정차 곳 저기 다음 도착 내리다,정차정류장 지나서 내려주세요.
BR,3261,시 지다 곳 저기 다음 도착 내리다,시청정류장 지나서 내려주세요.
BR,3262,남 지역 곳 저기 다음 도착 내리다,남부정류장 지나서 내려주세요.
BR,3263,북 부 곳 저기 다음 도착 내리다,북부정류장 지나서 내려주세요.
BR,3264,중 사이 곳 저기 다음 도착 내리다,중간정류장 지나서 내려주세요.
BR,3265,중앙 곳 저기 다음 도착 내리다,중앙정류장 지나서 내려주세요.
BR,3266,시내 버스 곳 저기 다음 도착 내리다,시내버스정류장 지나서 내려주세요.
BR,3267,T 승용차 곳 저기 다음 도착 내리다,택시정류장 지나서 내려주세요.
BR,3268,도시 가운데 곳 저기 다음 도착 내리다,시내정류장 지나서 내려주세요.
BR,3269,정차 곳 저기 다음 도착 내리다,정차정류장 지나서 내려주세요.
BR,3270,시 지다 곳 저기 다음 도착 내리다,시청정류장 지나서 내려주세요.
BR,3271,남 지역 곳 저기 다음 도착 차내리다,남부정류장 지나서 내려주세요.
BR,3272,북 부 곳 저기 다음 도착 차내리다,북부정류장 지나서 내려주세요.
BR,3273,중 사이 곳 저기 다음 도착 차내리다,중간정류장 지나서 내려주세요.
BR,3274,중앙 곳 저기 다음 도착 차내리다,중앙정류장 지나서 내려주세요.
BR,3275,시내 버스 곳 저기 다음 도착 차내리다,시내버스정류장 지나서 내려주세요.
BR,3276,T 승용차 곳 저기 다음 도착 차내리다,택시정류장 지나서 내려주세요.
BR,3277,도시 가운데 곳 저기 다음 도착 차내리다,시내정류장 지나서 내려주세요.
BR,3278,정차 곳 저기 다음 도착 차내리다,정차정류장 지나서 내려주세요.
BR,3279,시 지다 곳 저기 다음 도착 차내리다,시청정류장 지나서 내려주세요.
BR,3280,남 지역 곳 저기 다음 도착 차내리다,남부정류장 지나서 내려주세요.
BR,3281,북 부 곳 저기 다음 도착 차내리다,북부정류장 지나서 내려주세요.
BR,3282,중 사이 곳 저기 다음 도착 차내리다,중간정류장 지나서 내려주세요.
BR,3283,중앙 곳 저기 다음 도착 차내리다,중앙정류장 지나서 내려주세요.
BR,3284,시내 버스 곳 저기 다음 도착 차내리다,시내버스정류장 지나서 내려주세요.
BR,3285,T 승용차 곳 저기 다음 도착 차내리다,택시정류장 지나서 내려주세요.
BR,3286,도시 가운데 곳 저기 다음 도착 차내리다,시내정류장 지나서 내려주세요.
BR,3287,정차 곳 저기 다음 도착 차내리다,정차정류장 지나서 내려주세요.
BR,3288,시 지다 곳 저기 다음 도착 차내리다,시청정류장 지나서 내려주세요.
BR,3289,북 부 곳 맞다,북부정류장에서 내려드릴까요?
BR,3290,남 지역 곳 맞다,남부정류장에서 내려드릴까요?
BR,3291,T 승용차 곳 맞다,택시정류장에서 내려드릴까요?
BR,3292,중앙 곳 맞다,중앙정류장에서 내려드릴까요?
BR,3293,따뜻하다 산 곳 맞다,남산정류장에서 내려드릴까요?
BR,3294,시내 버스 곳 맞다,시내버스정류장에서 내려드릴까요?
BR,3295,고속버스 곳 맞다,고속버스정류장에서 내려드릴까요?
BR,3296,시 지다 곳 맞다,시청정류장에서 내려드릴까요?
BR,3297,도시 가운데 곳 맞다,시내정류장에서 내려드릴까요?
BR,3298,북 부 곳 맞다,북부정류장에서 내려드릴까요?
BR,3299,남 지역 곳 맞다,남부정류장에서 내려드릴까요?
BR,3300,T 승용차 곳 맞다,택시정류장에서 내려드릴까요?
BR,3301,중앙 곳 맞다,중앙정류장에서 내려드릴까요?
BR,3302,따뜻하다 산 곳 맞다,남산정류장에서 내려드릴까요?
BR,3303,시내 버스 곳 맞다,시내버스정류장에서 내려드릴까요?
BR,3304,고속버스 곳 맞다,고속버스정류장에서 내려드릴까요?
BR,3305,시 지다 곳 맞다,시청정류장에서 내려드릴까요?
BR,3306,도시 가운데 곳 맞다,시내정류장에서 내려드릴까요?
BR,3307,북 부 곳 내리다 맞다,북부정류장에서 내려드릴까요?
BR,3308,남 지역 곳 내리다 맞다,남부정류장에서 내려드릴까요?
BR,3309,T 승용차 곳 내리다 맞다,택시정류장에서 내려드릴까요?
BR,3310,중앙 곳 내리다 맞다,중앙정류장에서 내려드릴까요?
BR,3311,따뜻하다 산 곳 내리다 맞다,남산정류장에서 내려드릴까요?
BR,3312,시내 버스 곳 내리다 맞다,시내버스정류장에서 내려드릴까요?
BR,3313,고속버스 곳 내리다 맞다,고속버스정류장에서 내려드릴까요?
BR,3314,시 지다 곳 내리다 맞다,시청정류장에서 내려드릴까요?
BR,3315,도시 가운데 곳 내리다 맞다,시내정류장에서 내려드릴까요?
BR,3316,북 부 곳 내리다 맞다,북부정류장에서 내려드릴까요?
BR,3317,남 지역 곳 내리다 맞다,남부정류장에서 내려드릴까요?
BR,3318,T 승용차 곳 내리다 맞다,택시정류장에서 내려드릴까요?
BR,3319,중앙 곳 내리다 맞다,중앙정류장에서 내려드릴까요?
BR,3320,따뜻하다 산 곳 내리다 맞다,남산정류장에서 내려드릴까요?
BR,3321,시내 버스 곳 내리다 맞다,시내버스정류장에서 내려드릴까요?
BR,3322,고속버스 곳 내리다 맞다,고속버스정류장에서 내려드릴까요?
BR,3323,시 지다 곳 내리다 맞다,시청정류장에서 내려드릴까요?
BR,3324,도시 가운데 곳 내리다 맞다,시내정류장에서 내려드릴까요?
BR,3325,북 부 곳 차내리다 맞다,북부정류장에서 내려드릴까요?
BR,3326,남 지역 곳 차내리다 맞다,남부정류장에서 내려드릴까요?
BR,3327,T 승용차 곳 차내리다 맞다,택시정류장에서 내려드릴까요?
BR,3328,중앙 곳 차내리다 맞다,중앙정류장에서 내려드릴까요?
BR,3329,따뜻하다 산 곳 차내리다 맞다,남산정류장에서 내려드릴까요?
BR,3330,시내 버스 곳 차내리다 맞다,시내버스정류장에서 내려드릴까요?
BR,3331,고속버스 곳 차내리다 맞다,고속버스정류장에서 내려드릴까요?
BR,3332,시 지다 곳 차내리다 맞다,시청정류장에서 내려드릴까요?
BR,3333,도시 가운데 곳 차내리다 맞다,시내정류장에서 내려드릴까요?
BR,3334,북 부 곳 차내리다 맞다,북부정류장에서 내려드릴까요?
BR,3335,남 지역 곳 차내리다 맞다,남부정류장에서 내려드릴까요?
BR,3336,T 승용차 곳 차내리다 맞다,택시정류장에서 내려드릴까요?
BR,3337,중앙 곳 차내리다 맞다,중앙정류장에서 내려드릴까요?
BR,3338,따뜻하다 산 곳 차내리다 맞다,남산정류장에서 내려드릴까요?
BR,3339,시내 버스 곳 차내리다 맞다,시내버스정류장에서 내려드릴까요?
BR,3340,고속버스 곳 차내리다 맞다,고속버스정류장에서 내려드릴까요?
BR,3341,시 지다 곳 차내리다 맞다,시청정류장에서 내려드릴까요?
BR,3342,도시 가운데 곳 차내리다 맞다,시내정류장에서 내려드릴까요?
BR,3343,북 부 곳 내리다 맞다,북부정류장에서 내려드릴까요?
BR,3344,남 지역 곳 내리다 맞다,남부정류장에서 내려드릴까요?
BR,3345,T 승용차 곳 내리다 맞다,택시정류장에서 내려드릴까요?
BR,3346,중앙 곳 내리다 맞다,중앙정류장에서 내려드릴까요?
BR,3347,따뜻하다 산 곳 내리다 맞다,남산정류장에서 내려드릴까요?
BR,3348,시내 버스 곳 내리다 맞다,시내버스정류장에서 내려드릴까요?
BR,3349,고속버스 곳 내리다 맞다,고속버스정류장에서 내려드릴까요?
BR,3350,시 지다 곳 내리다 맞다,시청정류장에서 내려드릴까요?
BR,3351,도시 가운데 곳 내리다 맞다,시내정류장에서 내려드릴까요?
BR,3352,북 부 곳 내리다 맞다,북부정류장에서 내려드릴까요?
BR,3353,남 지역 곳 내리다 맞다,남부정류장에서 내려드릴까요?
BR,3354,T 승용차 곳 내리다 맞다,택시정류장에서 내려드릴까요?
BR,3355,중앙 곳 내리다 맞다,중앙정류장에서 내려드릴까요?
BR,3356,따뜻하다 산 곳 내리다 맞다,남산정류장에서 내려드릴까요?
BR,3357,시내 버스 곳 내리다 맞다,시내버스정류장에서 내려드릴까요?
BR,3358,고속버스 곳 내리다 맞다,고속버스정류장에서 내려드릴까요?
BR,3359,시 지다 곳 내리다 맞다,시청정류장에서 내려드릴까요?
BR,3360,도시 가운데 곳 내리다 맞다,시내정류장에서 내려드릴까요?
BR,3361,북 부 곳 차내리다 맞다,북부정류장에서 내려드릴까요?
BR,3362,남 지역 곳 차내리다 맞다,남부정류장에서 내려드릴까요?
BR,3363,T 승용차 곳 차내리다 맞다,택시정류장에서 내려드릴까요?
BR,3364,중앙 곳 차내리다 맞다,중앙정류장에서 내려드릴까요?
BR,3365,따뜻하다 산 곳 차내리다 맞다,남산정류장에서 내려드릴까요?
BR,3366,시내 버스 곳 차내리다 맞다,시내버스정류장에서 내려드릴까요?
BR,3367,고속버스 곳 차내리다 맞다,고속버스정류장에서 내려드릴까요?
BR,3368,시 지다 곳 차내리다 맞다,시청정류장에서 내려드릴까요?
BR,3369,도시 가운데 곳 차내리다 맞다,시내정류장에서 내려드릴까요?
BR,3370,북 부 곳 차내리다 맞다,북부정류장에서 내려드릴까요?
BR,3371,남 지역 곳 차내리다 맞다,남부정류장에서 내려드릴까요?
BR,3372,T 승용차 곳 차내리다 맞다,택시정류장에서 내려드릴까요?
BR,3373,중앙 곳 차내리다 맞다,중앙정류장에서 내려드릴까요?
BR,3374,따뜻하다 산 곳 차내리다 맞다,남산정류장에서 내려드릴까요?
BR,3375,시내 버스 곳 차내리다 맞다,시내버스정류장에서 내려드릴까요?
BR,3376,고속버스 곳 차내리다 맞다,고속버스정류장에서 내려드릴까요?
BR,3377,시 지다 곳 차내리다 맞다,시청정류장에서 내려드릴까요?
BR,3378,도시 가운데 곳 차내리다 맞다,시내정류장에서 내려드릴까요?
BR,3379,북 부 곳 맞다,북부정류장에서 내려주세요.
BR,3380,남 지역 곳 맞다,남부정류장에서 내려주세요.
BR,3381,중앙 곳 맞다,중앙정류장에서 내려주세요.
BR,3382,시 지다 곳 맞다,시청정류장에서 내려주세요.
BR,3383,중 사이 곳 맞다,중간정류장에서 내려주세요.
BR,3384,따뜻하다 산 곳 맞다,남산정류장에서 내려주세요.
BR,3385,시내 버스 곳 맞다,시내버스정류장에서 내려주세요.
BR,3386,T 승용차 곳 맞다,택시정류장에서 내려주세요.
BR,3387,가다 하나 곳 맞다,편도정류장에서 내려주세요.
BR,3388,북 부 곳 맞다,북부정류장에서 내려주세요.
BR,3389,남 지역 곳 맞다,남부정류장에서 내려주세요.
BR,3390,중앙 곳 맞다,중앙정류장에서 내려주세요.
BR,3391,시 지다 곳 맞다,시청정류장에서 내려주세요.
BR,3392,중 사이 곳 맞다,중간정류장에서 내려주세요.
BR,3393,따뜻하다 산 곳 맞다,남산정류장에서 내려주세요.
BR,3394,시내 버스 곳 맞다,시내버스정류장에서 내려주세요.
BR,3395,T 승용차 곳 맞다,택시정류장에서 내려주세요.
BR,3396,가다 하나 곳 맞다,편도정류장에서 내려주세요.
BR,3397,북 부 곳 내리다 맞다,북부정류장에서 내려주세요.
BR,3398,남 지역 곳 내리다 맞다,남부정류장에서 내려주세요.
BR,3399,중앙 곳 내리다 맞다,중앙정류장에서 내려주세요.
BR,3400,시 지다 곳 내리다 맞다,시청정류장에서 내려주세요.
BR,3401,중 사이 곳 내리다 맞다,중간정류장에서 내려주세요.
BR,3402,따뜻하다 산 곳 내리다 맞다,남산정류장에서 내려주세요.
BR,3403,시내 버스 곳 내리다 맞다,시내버스정류장에서 내려주세요.
BR,3404,T 승용차 곳 내리다 맞다,택시정류장에서 내려주세요.
BR,3405,가다 하나 곳 내리다 맞다,편도정류장에서 내려주세요.
BR,3406,북 부 곳 내리다 맞다,북부정류장에서 내려주세요.
BR,3407,남 지역 곳 내리다 맞다,남부정류장에서 내려주세요.
BR,3408,중앙 곳 내리다 맞다,중앙정류장에서 내려주세요.
BR,3409,시 지다 곳 내리다 맞다,시청정류장에서 내려주세요.
BR,3410,중 사이 곳 내리다 맞다,중간정류장에서 내려주세요.
BR,3411,따뜻하다 산 곳 내리다 맞다,남산정류장에서 내려주세요.
BR,3412,시내 버스 곳 내리다 맞다,시내버스정류장에서 내려주세요.
BR,3413,T 승용차 곳 내리다 맞다,택시정류장에서 내려주세요.
BR,3414,가다 하나 곳 내리다 맞다,편도정류장에서 내려주세요.
BR,3415,북 부 곳 차내리다 맞다,북부정류장에서 내려주세요.
BR,3416,남 지역 곳 차내리다 맞다,남부정류장에서 내려주세요.
BR,3417,중앙 곳 차내리다 맞다,중앙정류장에서 내려주세요.
BR,3418,시 지다 곳 차내리다 맞다,시청정류장에서 내려주세요.
BR,3419,중 사이 곳 차내리다 맞다,중간정류장에서 내려주세요.
BR,3420,따뜻하다 산 곳 차내리다 맞다,남산정류장에서 내려주세요.
BR,3421,시내 버스 곳 차내리다 맞다,시내버스정류장에서 내려주세요.
BR,3422,T 승용차 곳 차내리다 맞다,택시정류장에서 내려주세요.
